ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
593,Tue Apr 21 16:50:19 IST 2026,Tue Apr 21 16:50:19 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,36,375,199
594,Tue Apr 21 16:50:19 IST 2026,Tue Apr 21 16:50:19 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,32,385,199
595,Tue Apr 21 16:50:19 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,34,375,199
596,Tue Apr 21 16:50:19 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,25,194,265
597,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,500,INTERNAL SERVER ERROR,31,194,265
598,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,38,385,199
599,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,29,385,199
600,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,9,399,205
601,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,78,375,199
602,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,14,399,205
603,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,14,227,189
604,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,189,227,189
605,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,290,194,265
606,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,123,227,189
607,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,36,399,205
608,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,14,227,189
609,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,33,227,189
610,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,33,399,205
611,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,10,227,189
612,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,GET,http://127.0.0.1:5000/product,404,NOT FOUND,13,182,207
613,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,28,399,205
614,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,33,227,189
615,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,15,175,943
616,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,28,175,607
617,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,21,175,583
618,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,47,175,583
619,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,19,175,583
620,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,58,175,583
621,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,53,175,583
622,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,60,175,583
623,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,34,175,583
624,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,48,175,583
625,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,47,175,583
626,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,41,175,583
627,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,34,175,583
628,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,43,175,583
629,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:20 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,52,175,583
630,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,53,175,583
631,Tue Apr 21 16:50:20 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,46,175,583
632,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,30,175,583
633,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,31,227,189
634,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,23,399,205
635,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,14,175,607
636,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,22,175,943
637,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,23,175,607
638,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,13,175,943
639,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,24,175,607
640,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,14,175,943
641,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,14,175,607
642,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,10,175,607
643,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,20,175,943
644,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,16,175,607
645,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,14,175,943
646,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,18,175,607
647,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,24,175,943
648,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,15,175,607
649,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,14,175,943
650,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,25,175,943
651,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,9,175,943
652,Tue Apr 21 16:50:21 IST 2026,Tue Apr 21 16:50:21 IST 2026,GET,http://127.0.0.1:5000/product,404,NOT FOUND,5,182,207
653,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,GET,http://127.0.0.1:5000/product,404,NOT FOUND,7,182,207
654,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,23,227,189
655,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,24,194,265
656,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,14,227,189
657,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,18,194,265
658,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,20,227,189
659,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,25,194,265
660,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,18,227,189
661,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,13,194,265
662,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,17,227,189
663,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,17,194,265
664,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,18,227,189
665,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,35,194,265
666,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,30,227,189
667,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,17,194,265
668,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,19,227,189
669,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,30,194,265
670,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,22,227,189
671,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,20,194,265
672,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,21,227,189
673,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,15,227,189
674,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,25,194,265
675,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,18,227,189
676,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,29,194,265
677,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,13,227,189
678,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,18,227,189
679,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,20,194,265
680,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,19,227,189
681,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,19,194,265
682,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,26,227,189
683,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,29,194,265
684,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,25,227,189
685,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,30,194,265
686,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,19,227,189
687,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,12,227,189
688,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,30,194,265
689,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,20,227,189
690,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,33,194,265
691,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,16,194,265
692,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,16,194,265
693,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,18,194,265
694,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,GET,http://127.0.0.1:5000/product,404,NOT FOUND,4,182,207
695,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,GET,http://127.0.0.1:5000/login?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,14,175,583
696,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,GET,http://127.0.0.1:5000/register?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,19,175,607
697,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,GET,http://127.0.0.1:5000/?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,59,175,952
698,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,GET,http://127.0.0.1:5000/product?class.module.classLoader.DefaultAssertionStatus=nonsense,404,NOT FOUND,43,182,207
699,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,GET,http://127.0.0.1:5000/login?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,61,175,583
700,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/,405,METHOD NOT ALLOWED,46,218,153
701,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,GET,http://127.0.0.1:5000?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,31,175,943
702,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/product,404,NOT FOUND,49,182,207
703,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,GET,http://127.0.0.1:5000/about?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,105,175,319
704,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,400,BAD REQUEST,58,184,167
705,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/product/1?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,72,175,403
706,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/login,200,OK,55,175,943
707,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:22 IST 2026,POST,http://127.0.0.1:5000/register,200,OK,62,175,607
708,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000,405,METHOD NOT ALLOWED,61,218,153
709,Tue Apr 21 16:50:22 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/about,405,METHOD NOT ALLOWED,48,218,153
710,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,400,BAD REQUEST,45,184,167
711,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/product/1,200,OK,46,175,583
712,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/static/css?class.module.classLoader.DefaultAssertionStatus=nonsense,404,NOT FOUND,16,182,207
713,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/static/css/style.css?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,34,392,1551
714,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/static/css,405,METHOD NOT ALLOWED,20,218,153
715,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/register?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,57,175,607
716,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/product/2?class.module.classLoader.DefaultAssertionStatus=nonsense,200,OK,58,175,318
717,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/robots.txt?class.module.classLoader.DefaultAssertionStatus=nonsense,404,NOT FOUND,50,182,207
718,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/sitemap.xml?class.module.classLoader.DefaultAssertionStatus=nonsense,404,NOT FOUND,56,182,207
719,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/static?class.module.classLoader.DefaultAssertionStatus=nonsense,404,NOT FOUND,67,182,207
720,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/static/css/style.css,405,METHOD NOT ALLOWED,77,218,153
721,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,400,BAD REQUEST,55,184,167
722,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/robots.txt,404,NOT FOUND,142,182,207
723,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/sitemap.xml,404,NOT FOUND,205,182,207
724,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/static,404,NOT FOUND,199,182,207
725,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,400,BAD REQUEST,219,184,167
726,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/product/2,200,OK,148,175,583
727,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/product,404,NOT FOUND,15,182,207
728,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/,405,METHOD NOT ALLOWED,15,218,153
729,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,45,385,199
730,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,56,375,199
731,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,16,194,265
732,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,500,INTERNAL SERVER ERROR,25,194,265
733,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,39,385,199
734,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,20,375,199
735,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,44,385,199
736,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,48,375,199
737,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,28,385,199
738,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,30,375,199
739,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,37,385,199
740,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,33,375,199
741,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,15,375,199
742,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,48,385,199
743,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,27,375,199
744,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,14,227,189
745,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,32,385,199
746,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,6,399,205
747,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,32,227,189
748,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,18,227,189
749,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,500,INTERNAL SERVER ERROR,27,194,265
750,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,19,399,205
751,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,33,227,189
752,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,25,399,205
753,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,11,227,189
754,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,16,399,205
755,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,17,227,189
756,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,18,227,189
757,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,18,399,205
758,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,66,399,205
759,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,77,227,189
760,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,18,399,205
761,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:23 IST 2026,GET,http://127.0.0.1:5000/product,404,NOT FOUND,7,182,207
762,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:24 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,11,375,199
763,Tue Apr 21 16:50:23 IST 2026,Tue Apr 21 16:50:24 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,31,385,199
764,Tue Apr 21 16:50:24 IST 2026,Tue Apr 21 16:50:24 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,31,227,189
765,Tue Apr 21 16:50:24 IST 2026,Tue Apr 21 16:50:24 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,39,385,199
766,Tue Apr 21 16:50:24 IST 2026,Tue Apr 21 16:50:24 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,34,227,189
767,Tue Apr 21 16:50:24 IST 2026,Tue Apr 21 16:50:24 IST 2026,POST,http://127.0.0.1:5000/register,302,FOUND,42,385,199
768,Tue Apr 21 16:50:24 IST 2026,Tue Apr 21 16:50:24 IST 2026,POST,http://127.0.0.1:5000/login,302,FOUND,51,227,189
